Year,Publication ID,Report type,Lancet Series,Report Title,Author ,Institution ,Department,"Institution type (academic, NGO, professional society, international organisation, medical) ",Country ,Continent ,REFERENCE LIST
2018,169,Journal series,Lancet Taskforce on NCDs and Economics,Tackling socioeconomic inequalities and non-communicable diseases in low-income and middle-income countries under the Sustainable Development agenda ,Jahangir Khan,Karolinska Institutet,Health Economics and Policy Research Group,Academic,Sweden,Europe,
2018,169,Journal series,Lancet Taskforce on NCDs and Economics,Tackling socioeconomic inequalities and non-communicable diseases in low-income and middle-income countries under the Sustainable Development agenda ,David H Peters,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,Academic,United States,North America,
2018,170,Journal series,Lancet Taskforce on NCDs and Economics,Action to address the household economic burden of non-communicable diseases ,Stephen Jan,University of New South Wales,George Institute for Global Health ,Academic,Australia ,Oceania ,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(18)30323-4/fulltext
2018,170,Journal series,Lancet Taskforce on NCDs and Economics,Action to address the household economic burden of non-communicable diseases ,Stephen Jan,University of Sydney,School of Public Health,Academic,Australia ,Oceania ,
2018,170,Journal series,Lancet Taskforce on NCDs and Economics,Action to address the household economic burden of non-communicable diseases ,Tracey-Lea Laba,University of New South Wales,George Institute for Global Health,Academic,Australia ,Oceania ,
2018,170,Journal series,Lancet Taskforce on NCDs and Economics,Action to address the household economic burden of non-communicable diseases ,Tracey-Lea Laba,University of Sydney,School of Public Health ,Academic,Australia ,Oceania ,
2018,170,Journal series,Lancet Taskforce on NCDs and Economics,Action to address the household economic burden of non-communicable diseases ,Beverley M Essue,University of New South Wales ,George Institute for Global Health ,Academic,Australia ,Oceania ,
2018,170,Journal series,Lancet Taskforce on NCDs and Economics,Action to address the household economic burden of non-communicable diseases ,Beverley M Essue,University of Sydney,School of Public Health ,Academic,Australia ,Oceania ,
2018,170,Journal series,Lancet Taskforce on NCDs and Economics,Action to address the household economic burden of non-communicable diseases ,Adrian Gheorghe,London School of Hygiene & Tropical Medicine,Department of Global Health and Development ,Academic,United Kingdom,Europe,
2018,170,Journal series,Lancet Taskforce on NCDs and Economics,Action to address the household economic burden of non-communicable diseases ,Janani Muhunthan,University of New South Wales ,George Institute for Global Health ,Academic,Australia ,Oceania ,
2018,170,Journal series,Lancet Taskforce on NCDs and Economics,Action to address the household economic burden of non-communicable diseases ,Janani Muhunthan,University of Sydney,School of Public Health ,Academic,Australia ,Oceania ,
2018,170,Journal series,Lancet Taskforce on NCDs and Economics,Action to address the household economic burden of non-communicable diseases ,Michael Engelgau,National Institutes of Health,National Heart Lung and Blood Institute,Governmental Organisation,United States,North America,
2018,170,Journal series,Lancet Taskforce on NCDs and Economics,Action to address the household economic burden of non-communicable diseases ,Ajay Mahal,University of Melbourne,Nossal Institute for Global Health ,Academic,Australia ,Oceania ,
2018,170,Journal series,Lancet Taskforce on NCDs and Economics,Action to address the household economic burden of non-communicable diseases ,Ulla Griffiths,London School of Hygiene & Tropical Medicine,Department of Global Health and Development ,Academic,United Kingdom,Europe,
2018,170,Journal series,Lancet Taskforce on NCDs and Economics,Action to address the household economic burden of non-communicable diseases ,Diane McIntyre,University of Cape Town,Health Economics Unit ,Academic,South Africa,Africa,
2018,170,Journal series,Lancet Taskforce on NCDs and Economics,Action to address the household economic burden of non-communicable diseases ,Qingyue Meng,Peking University,China Center for Health Development Studies,Academic,China,Asia,
2018,170,Journal series,Lancet Taskforce on NCDs and Economics,Action to address the household economic burden of non-communicable diseases ,Rachel Nugent,Research Triangle Institute International,,Research Institute,United States,North America,
2018,170,Journal series,Lancet Taskforce on NCDs and Economics,Action to address the household economic burden of non-communicable diseases ,Rifat Atun,Harvard University,Harvard School of Public Health,Academic,United States,North America,
2018,171,Journal series,Lancet Taskforce on NCDs and Economics,Equity impacts of price policies to promote healthy behaviours ,Franco Sassi,Imperial College London,Imperial College Business School,Academic,United Kingdom,Europe,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(18)30531-2/fulltext
2018,171,Journal series,Lancet Taskforce on NCDs and Economics,Equity impacts of price policies to promote healthy behaviours ,Annalisa Belloni,Public Health England,,Governmental Organisation,United Kingdom,Europe,
2018,171,Journal series,Lancet Taskforce on NCDs and Economics,Equity impacts of price policies to promote healthy behaviours ,Andrew J Mirelman,University of York,Centre of Health Economics,Academic,United Kingdom,Europe,
2018,171,Journal series,Lancet Taskforce on NCDs and Economics,Equity impacts of price policies to promote healthy behaviours ,Marc Suhrcke,University of York ,,Academic,United Kingdom,Europe,
2018,171,Journal series,Lancet Taskforce on NCDs and Economics,Equity impacts of price policies to promote healthy behaviours ,Marc Suhrcke,Luxembourg Institute of Socio-Economic Research,,Research Institute,Luxembourg,Europe,
2018,171,Journal series,Lancet Taskforce on NCDs and Economics,Equity impacts of price policies to promote healthy behaviours ,Alastair Thomas,Organisation for Economic Co-operation and Development,,International Organisation,France,Europe,
2018,171,Journal series,Lancet Taskforce on NCDs and Economics,Equity impacts of price policies to promote healthy behaviours ,Nisreen Salti,American University of Beirut,,Academic,Lebanon,Asia,
2018,171,Journal series,Lancet Taskforce on NCDs and Economics,Equity impacts of price policies to promote healthy behaviours ,SUnited Kingdomumar Vellakkal,Birla Institute of Technology and Science,,Academic,India,Asia,
2018,171,Journal series,Lancet Taskforce on NCDs and Economics,Equity impacts of price policies to promote healthy behaviours ,Chonlathan Visaruthvong,Ministry of Finance of Thailand,,National Government,Thailand,Asia,
2018,171,Journal series,Lancet Taskforce on NCDs and Economics,Equity impacts of price policies to promote healthy behaviours ,Barry M Popkin,University of North Carolina at Chapel Hill,,Academic,United States,North America,
2018,171,Journal series,Lancet Taskforce on NCDs and Economics,Equity impacts of price policies to promote healthy behaviours ,Rachel Nugent,Research Triangle Institute International,,Research Institute,United States,North America,
2018,172,Journal series,Lancet Taskforce on NCDs and Economics,Investing in non-communicable diseases: an estimation of the return on investment for prevention and treatment services ,Melanie Y Bertram,World Health Organisation,WHO Depatment of Health Systems Governance and Financing ,International Organisation,Switzerland,Europe,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(18)30665-2/fulltext
2018,172,Journal series,Lancet Taskforce on NCDs and Economics,Investing in non-communicable diseases: an estimation of the return on investment for prevention and treatment services ,Kim Sweeny,Victoria University,Victoria Institute of Strategic Economic Studies ,Academic,Australia ,Oceania ,
2018,172,Journal series,Lancet Taskforce on NCDs and Economics,Investing in non-communicable diseases: an estimation of the return on investment for prevention and treatment services ,Jeremy A Lauer,World Health Organisation,WHO Department of Health Systems Governance and Financing ,International Organisation,Switzerland,Europe,
2018,172,Journal series,Lancet Taskforce on NCDs and Economics,Investing in non-communicable diseases: an estimation of the return on investment for prevention and treatment services ,Daniel Chisholm,World Health Organisation,WHO Regional Office for Europe,International Organisation,Denmark,Europe,
2018,172,Journal series,Lancet Taskforce on NCDs and Economics,Investing in non-communicable diseases: an estimation of the return on investment for prevention and treatment services ,Peter Sheehan,Victoria University,Victoria Institute of Strategic Economic Studies ,Academic,Australia ,Oceania ,
2018,172,Journal series,Lancet Taskforce on NCDs and Economics,Investing in non-communicable diseases: an estimation of the return on investment for prevention and treatment services ,Bruce Rasmussen,Victoria University,Victoria Institute of Strategic Economic Studies ,Academic,Australia ,Oceania ,
2018,172,Journal series,Lancet Taskforce on NCDs and Economics,Investing in non-communicable diseases: an estimation of the return on investment for prevention and treatment services ,Senendra Raj Upreti,Ministry of Health of Nepal,,National Government,Nepal,Asia,
2018,172,Journal series,Lancet Taskforce on NCDs and Economics,Investing in non-communicable diseases: an estimation of the return on investment for prevention and treatment services ,Lonim Prasai Dixit,World Health Organisation,WHO Nepal Country Office,International Organisation,Nepal,Asia,
2018,172,Journal series,Lancet Taskforce on NCDs and Economics,Investing in non-communicable diseases: an estimation of the return on investment for prevention and treatment services ,Kenneth George,Ministry of Health of Barbados,,National Government,Barbados,North America,
2018,172,Journal series,Lancet Taskforce on NCDs and Economics,Investing in non-communicable diseases: an estimation of the return on investment for prevention and treatment services ,Samuel Deane,Ministry of Health of Barbados,,National Government,Barbados,North America,
2018,173,Journal series,Lancet Taskforce on NCDs and Economics,2018 must be the year for action against NCDs ,Richard horton,The Lancet,,Medical Journal,United Kingdom,Europe,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(18)30674-3/fulltext
2018,173,Journal series,Lancet Taskforce on NCDs and Economics,2018 must be the year for action against NCDs ,Jennifer Sargent,The Lancet,,Medical Journal,United Kingdom,Europe,
2018,174,Journal series,Lancet Taskforce on NCDs and Economics,Acting on NCDs: counting the cost ,Tedros Adhanom Ghebreyesus,World Health Organisation,,International Organisation,Switzerland,Europe,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(18)30675-5/fulltext
2018,175,Journal series,Lancet Taskforce on NCDs and Economics,Taxes for health: evidence clears the air ,Lawrence H Summers, Harvard University,Harvard Kennedy School,Academic,United States,North America,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(18)30629-9/fulltext
2019,176,Report ,No,It's time to walk the talk: WHO Independent high-level commission on noncommunicable diseases summary,Sauli Niinistö,President of Finland,,National Government,Finland,Europe,https://apps.who.int/iris/bitstream/handle/10665/330023/9789241517003-eng.pdf?sequence=11&isAllowed=y
2019,176,Report ,No,It's time to walk the talk: WHO Independent high-level commission on noncommunicable diseases summary,Maithripala Sirisena,President of Sri Lanka,,National Government,Sri Lanka,Asia,
2019,176,Report ,No,It's time to walk the talk: WHO Independent high-level commission on noncommunicable diseases summary,Tabaré Vázquez ,President of Uruguay,,National Government,Uruguay,South America,
2019,176,Report ,No,It's time to walk the talk: WHO Independent high-level commission on noncommunicable diseases summary,Veronika Skvortsova,Ministry of Health of Russia,,National Government,Russia,Europe,
2019,176,Report ,No,It's time to walk the talk: WHO Independent high-level commission on noncommunicable diseases summary,Sania Nishtar,Heartfile,,NGO,Pakistan,Asia,
2020,177,Report ,No,Noncommunicable Diseases Progress Monitor 2020. ,Leanne Riley,World Health Organisation,"WHO Surveillance, Monitoring and Reporting Unit, Department of Noncommunicable Diseases",International Organisation,Switzerland,Europe,https://www.who.int/publications/i/item/ncd-ccs-2019
2020,177,Report ,No,Noncommunicable Diseases Progress Monitor 2020. ,Melanie Cowan , World Health Organisation,"WHO Surveillance, Monitoring and Reporting Unit, Department of Noncommunicable Diseases",International Organisation,Switzerland,Europe,
